Step 0
1 4.0 0.09185957908630371 16.0 | 4.0 | 3.0
2 20.0 0.4227588176727295 80.0 | 4.0 | 9.4
3 28.0 0.6091141700744629 112.0 | 4.0 | 13.285714285714286
4 108.0 2.3075547218322754 432.0 | 6.0 | 42.324074074074076
5 120.0 2.5557751655578613 480.0 | 5.0 | 41.69166666666667
6 124.0 2.6477551460266113 496.0 | 6.0 | 46.516129032258064
7 148.0 3.1584131717681885 592.0 | 1.0 | 33.58783783783784
8 136.0 2.9040231704711914 544.0 | 5.0 | 53.6764705882353
9 188.0 4.004420518875122 752.0 | 1.0 | 38.59574468085106
10 228.0 4.8433215618133545 912.0 | 5.0 | 62.69298245614035
11 96.0 2.019503355026245 384.0 | 4.0 | 47.041666666666664
12 136.0 2.8585591316223145 544.0 | 5.0 | 51.720588235294116
13 160.0 3.359545946121216 640.0 | 4.0 | 61.03125
14 296.0 6.248492240905762 1184.0 | 4.0 | 48.7027027027027
15 160.0 3.3524887561798096 640.0 | 6.0 | 48.91875
16 248.0 5.219064950942993 992.0 | 2.0 | 47.63709677419355
17 288.0 6.063237428665161 1152.0 | 3.0 | 51.611111111111114
18 168.0 3.5330331325531006 672.0 | 6.0 | 57.44642857142857
19 136.0 2.8629627227783203 544.0 | 5.0 | 52.705882352941174
20 152.0 3.199186086654663 608.0 | 6.0 | 46.42763157894737
21 272.0 5.714397192001343 1088.0 | 3.0 | 55.8014705882353
22 168.0 3.5335776805877686 672.0 | 7.0 | 58.476190476190474
23 96.0 2.0068917274475098 384.0 | 4.0 | 47.041666666666664
24 120.0 2.506927013397217 480.0 | 5.0 | 43.15
25 296.0 6.220720529556274 1184.0 | 1.0 | 62.020270270270274
26 232.0 4.866706609725952 928.0 | 8.0 | 59.86206896551724
27 96.0 2.0213284492492676 384.0 | 4.0 | 47.041666666666664
28 248.0 5.2001564502716064 992.0 | 8.0 | 51.13709677419355
29 200.0 4.195470571517944 800.0 | 7.0 | 61.045
30 224.0 4.698334217071533 896.0 | 1.0 | 44.861607142857146
31 504.0 10.590067148208618 2016.0 | 1.0 | 65.12301587301587
32 168.0 3.539484739303589 672.0 | 7.0 | 45.529761904761905
33 120.0 2.5326387882232666 480.0 | 5.0 | 43.358333333333334
34 216.0 4.542243480682373 864.0 | 6.0 | 54.99074074074074
35 272.0 5.72508692741394 1088.0 | 2.0 | 45.268382352941174
36 232.0 4.8796546459198 928.0 | 5.0 | 70.78017241379311
37 96.0 2.010862112045288 384.0 | 4.0 | 47.041666666666664
38 136.0 2.8489410877227783 544.0 | 5.0 | 55.830882352941174
39 144.0 3.0477535724639893 576.0 | 6.0 | 47.84027777777778
40 216.0 4.569058895111084 864.0 | 7.0 | 55.09722222222222
41 216.0 4.5666844844818115 864.0 | 4.0 | 66.72222222222223
42 352.0 7.4413065910339355 1408.0 | 2.0 | 64.23295454545455
43 248.0 5.242491960525513 992.0 | 1.0 | 49.310483870967744
44 496.0 10.451919078826904 1984.0 | 4.0 | 58.046370967741936
45 248.0 5.238718748092651 992.0 | 5.0 | 68.39112903225806
46 112.0 2.3386566638946533 448.0 | 4.0 | 53.607142857142854
47 472.0 9.942213296890259 1888.0 | 8.0 | 54.6228813559322
48 144.0 3.008425235748291 576.0 | 5.0 | 58.97222222222222
49 168.0 3.5194263458251953 672.0 | 6.0 | 50.904761904761905
50 120.0 2.5029449462890625 480.0 | 5.0 | 46.275
51 216.0 4.508171796798706 864.0 | 8.0 | 44.074074074074076
52 96.0 2.0022387504577637 384.0 | 4.0 | 47.041666666666664
53 352.0 7.367183685302734 1408.0 | 4.0 | 64.15056818181819
54 216.0 4.529577732086182 864.0 | 4.0 | 67.40277777777777
55 96.0 2.0126097202301025 384.0 | 4.0 | 47.041666666666664
56 525.0 11.004690170288086 2100.0 | 67.0 | 74.66095238095238
57 352.0 7.379357576370239 1408.0 | 4.0 | 64.8125
58 368.0 7.7097132205963135 1472.0 | 4.0 | 69.1195652173913
59 128.0 2.69331431388855 512.0 | 5.0 | 54.265625
60 432.0 9.061702251434326 1728.0 | 6.0 | 65.16203703703704
61 272.0 5.7212536334991455 1088.0 | 7.0 | 59.911764705882355
62 272.0 5.706614971160889 1088.0 | 3.0 | 55.158088235294116
63 144.0 3.0267117023468018 576.0 | 6.0 | 45.236111111111114
64 424.0 8.927006483078003 1696.0 | 8.0 | 68.55660377358491
65 144.0 3.038062572479248 576.0 | 6.0 | 44.541666666666664
66 152.0 3.20786452293396 608.0 | 6.0 | 60.18421052631579
67 232.0 4.893768787384033 928.0 | 4.0 | 65.47844827586206
68 344.0 7.256284713745117 1376.0 | 8.0 | 56.026162790697676
69 144.0 3.042545795440674 576.0 | 6.0 | 39.68055555555556
70 328.0 6.922702074050903 1312.0 | 8.0 | 66.16463414634147
71 304.0 6.404977560043335 1216.0 | 2.0 | 57.50657894736842
72 168.0 3.508347511291504 672.0 | 6.0 | 52.398809523809526
73 96.0 1.9962613582611084 384.0 | 4.0 | 47.041666666666664
74 208.0 4.346276044845581 832.0 | 4.0 | 68.04326923076923
75 232.0 4.840410470962524 928.0 | 5.0 | 67.21120689655173
76 525.0 11.023099422454834 2100.0 | 76.0 | 64.65142857142857
77 280.0 5.85885763168335 1120.0 | 6.0 | 62.128571428571426
78 128.0 2.7021071910858154 512.0 | 5.0 | 53.4140625
79 184.0 3.8636863231658936 736.0 | 5.0 | 64.7554347826087
80 344.0 7.2036356925964355 1376.0 | 5.0 | 42.41860465116279
81 224.0 4.712898015975952 896.0 | 5.0 | 68.75
82 96.0 2.0086896419525146 384.0 | 4.0 | 47.041666666666664
83 144.0 3.027161121368408 576.0 | 6.0 | 54.09027777777778
84 525.0 11.141497135162354 2100.0 | 60.0 | 75.18666666666667
85 144.0 3.145089864730835 576.0 | 6.0 | 55.479166666666664
86 192.0 4.164395332336426 768.0 | 8.0 | 43.661458333333336
87 200.0 4.327841281890869 800.0 | 8.0 | 52.845
88 248.0 5.33109974861145 992.0 | 7.0 | 61.37096774193548
89 224.0 4.837641954421997 896.0 | 1.0 | 52.004464285714285
90 320.0 6.8492186069488525 1280.0 | 5.0 | 51.18125
91 96.0 2.0251102447509766 384.0 | 4.0 | 47.041666666666664
92 152.0 3.2070119380950928 608.0 | 4.0 | 62.453947368421055
93 192.0 4.053399562835693 768.0 | 8.0 | 43.010416666666664
94 400.0 8.554321050643921 1600.0 | 6.0 | 69.28
95 96.0 2.034024238586426 384.0 | 4.0 | 47.041666666666664
96 104.0 2.180542469024658 416.0 | 4.0 | 50.5
97 144.0 3.030001401901245 576.0 | 6.0 | 43.673611111111114
98 104.0 2.1710352897644043 416.0 | 4.0 | 50.96153846153846
99 120.0 2.5134174823760986 480.0 | 4.0 | 55.63333333333333
100 192.0 4.050793886184692 768.0 | 7.0 | 45.130208333333336
101 200.0 4.200926780700684 800.0 | 7.0 | 51.305
102 184.0 3.8519058227539062 736.0 | 5.0 | 63.30434782608695
