0 1577752210.672384 144.3461058139801 259 834.2702702702703 | 6.2084942084942085 | 54.40178742534698
0 1577752626.90887 146.22562742233276 140 1495.9714285714285 | 47.128571428571426 | 66.48012634366309
0 1577753249.297395 145.62155079841614 374 581.8181818181819 | 4.957219251336898 | 52.436263256443986
0 1577753690.601075 142.37205958366394 558 390.48028673835125 | 4.050179211469534 | 47.25102048067596
0 1577754383.2837148 143.70141077041626 217 975.63133640553 | 14.539170506912443 | 55.8302355405443
0 1577754768.4820843 143.67083525657654 566 386.82685512367493 | 4.019434628975265 | 47.18048102089587
0 1577756153.3280892 144.23009824752808 386 564.9119170984455 | 5.4067357512953365 | 49.86450677457271
0 1577756574.5406187 143.88100242614746 569 383.0439367311072 | 4.010544815465729 | 46.896334754833944
0 1577757323.7727373 131.55822467803955 466 467.0901287553648 | 4.600858369098712 | 48.48392138126822
0 1577757660.3862448 133.1979250907898 403 536.9330024813896 | 4.813895781637717 | 51.71600492072617
0 1577758391.3925838 132.27151727676392 240 901.1166666666667 | 6.116666666666666 | 55.89117856467366
0 1577758639.7467866 132.57328724861145 360 603.7 | 5.038888888888889 | 52.429650819645
0 1577758967.9286637 132.1321222782135 571 383.3274956217163 | 4.007005253940456 | 46.90934913600152
0 1577759257.15406 133.07996797561646 337 643.0623145400593 | 5.264094955489615 | 52.62801234255907
0 1577759624.5184689 131.37191367149353 570 383.719298245614 | 4.003508771929824 | 47.00298897326959
0 1577792028.9669108 1404.6476891040802 372 584.9354838709677 | 5.443548387096774 | 47.311522329269714
0 1577793537.0656147 1405.7913331985474 205 1053.4048780487806 | 21.795121951219514 | 55.32135042385793
499968 1577809588.9379268 1406.3156719207764 111 1915.1351351351352 | 75.34234234234235 | 83.76357878400799
999936 1577826174.5060925 1398.0199718475342 111 1897.6216216216217 | 70.77477477477477 | 84.66337455087819
1499904 1577843302.7951293 1405.7889189720154 125 1700.448 | 45.664 | 69.77502919331071
1999872 1577860908.8241382 1405.5186512470245 134 1584.0298507462687 | 46.656716417910445 | 80.54137957710135
2499840 1577878904.8463392 1403.7900099754333 110 1899.6363636363637 | 78.84545454545454 | 89.30884908032539
0 1577903008.3036788 158.1621766090393 525 416.48761904761903 | 4.076190476190476 | 49.637882179262746
6400 1577903202.6066368 156.60945296287537 462 472.65800865800867 | 4.872294372294372 | 45.12718254048708
12800 1577903398.11082 159.7106237411499 255 833.7254901960785 | 7.988235294117647 | 54.86902517753319
19200 1577903589.3621597 155.92775559425354 458 474.6200873362445 | 4.7685589519650655 | 47.00144955966634
25600 1577903783.6989906 158.3837535381317 250 861.312 | 6.336 | 55.11451161233803
32000 1577903978.3143437 159.16322588920593 125 1708.832 | 49.832 | 72.76141293419217
38400 1577904166.9825835 153.25760436058044 485 449.7237113402062 | 4.1608247422680416 | 51.39447987434983
44800 1577904363.7778735 161.37130570411682 235 918.5191489361703 | 8.570212765957447 | 58.92034403110817
51200 1577904561.6197877 162.34011793136597 168 1269.5 | 28.791666666666668 | 63.437084772662956
57600 1577904757.3227808 160.24408078193665 126 1681.7460317460318 | 56.42857142857143 | 79.2652856445075
64000 1577904958.571278 165.53283500671387 108 1978.6666666666667 | 88.1574074074074 | 89.44970186016192
70400 1577905155.4603977 160.28666973114014 127 1658.8346456692914 | 46.732283464566926 | 75.82245734812653
76800 1577905348.2006123 156.30925869941711 453 481.9337748344371 | 4.214128035320089 | 53.53955739280813
83200 1577905546.9403284 162.66864037513733 124 1685.8387096774193 | 46.556451612903224 | 57.94818857252032
89600 1577905744.312411 162.0915026664734 108 1980.5555555555557 | 84.6574074074074 | 86.39831100215173
0 1577907976.9031286 159.66975045204163 567 384.9029982363316 | 4.014109347442681 | 46.96505282169804
640 1577908142.2218294 159.00606155395508 277 783.1624548736462 | 8.353790613718411 | 49.99291246485305
1280 1577908303.7636347 157.39014220237732 570 383.00350877192983 | 4.014035087719298 | 46.922582546340884
1920 1577908465.0439472 157.17188453674316 569 382.83304042179265 | 4.012302284710017 | 46.90195047609456
2560 1577908628.120137 158.99608373641968 546 400.0732600732601 | 4.091575091575091 | 48.06351400076637
3200 1577908792.0575564 159.69648504257202 453 479.52317880794703 | 4.642384105960265 | 47.32371160432161
3840 1577908955.7589135 159.55955982208252 386 563.8031088082902 | 4.94300518134715 | 48.663771340743416
4480 1577909119.2154238 159.3506407737732 227 943.8942731277533 | 10.568281938325992 | 57.53283154159578
5120 1577909279.547001 156.05026626586914 446 487.13004484304935 | 4.358744394618834 | 53.11224841779652
5760 1577909440.892416 157.2152578830719 461 472.1822125813449 | 4.670281995661605 | 49.310615421090276
6400 1577909601.5367696 156.45078349113464 295 728.2847457627119 | 7.416949152542373 | 58.40776905975892
7040 1577909765.5988414 159.98713445663452 229 949.5371179039302 | 12.362445414847162 | 52.81340626736758
7680 1577909927.690214 157.91340112686157 360 602.5888888888888 | 4.847222222222222 | 53.2693515558203
8320 1577910087.2563083 155.34603357315063 442 490.36199095022624 | 4.82579185520362 | 49.31515629881906
8960 1577910250.6009684 159.16500520706177 158 1362.7088607594937 | 20.60759493670886 | 56.658689976415694
9600 1577910415.0492342 160.23600482940674 130 1614.676923076923 | 37.261538461538464 | 65.98328241097994
10240 1577910578.0358 158.85025548934937 121 1747.8677685950413 | 61.34710743801653 | 70.03216139172282
10880 1577910738.9646504 156.84244465827942 272 786.9117647058823 | 8.150735294117647 | 53.45536625122551
11520 1577910904.1230528 161.05013418197632 195 1093.1692307692308 | 9.512820512820513 | 55.89253307680759
12160 1577911066.7293818 158.4121699333191 171 1242.3391812865498 | 13.68421052631579 | 57.363978648309555
12800 1577911230.6856732 159.81744265556335 167 1284.4790419161677 | 13.592814371257486 | 56.904847057819225
13440 1577911393.7954814 158.93359518051147 212 1012.5094339622641 | 7.8254716981132075 | 57.5875077896991
14080 1577911556.0143955 157.9610185623169 145 1462.4275862068966 | 29.041379310344826 | 65.19160934784438
14720 1577911720.8732102 160.5803291797638 234 926.4957264957264 | 5.773504273504273 | 52.75271704313898
15360 1577911884.2929301 159.20789766311646 425 513.5529411764705 | 4.91764705882353 | 47.373434859084114
16000 1577912045.93623 157.45739006996155 430 506.6139534883721 | 4.793023255813954 | 49.14666543897783
16640 1577912208.1436334 157.9960355758667 475 459.29263157894735 | 4.635789473684211 | 46.66689084456052
17280 1577912371.9545944 159.68914198875427 403 539.36476426799 | 4.94044665012407 | 50.037596353824384
17920 1577912535.3893814 159.27568888664246 441 494.702947845805 | 4.396825396825397 | 52.2766364705056
18560 1577912698.2271028 158.090473651886 418 521.2344497607655 | 4.342105263157895 | 53.62469905787178
